127.0.0.1 - - [21/Sep/2018:16:23:23 +0900] "GET / HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:23:51 +0900] "POST /sample-web/AddCartAction.action HTTP/1.1" 200 4919
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:23:51 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:31 +0900] "POST /sample-web/ProductListAction HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:31 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:32 +0900] "GET /sample-web/ProductDetailsAction.action?productId=2 HTTP/1.1" 200 5828
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:32 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:34 +0900] "POST /sample-web/AddCartAction.action HTTP/1.1" 200 6117
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:34 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:42 +0900] "POST /sample-web/SettlementConfirmAction.action HTTP/1.1" 200 4578
0:0:0:0:0:0:0:1 - - [21/Sep/2018:16:24:42 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:02:58 +0900] "GET /sample-web/ HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:02:59 +0900] "GET /sample-web/HomeAction HTTP/1.1" 200 2588
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:02:59 +0900] "GET /sample-web/js/smoothscroll.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:02:59 +0900] "GET /sample-web/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:02:59 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:04 +0900] "POST /sample-web/GoLoginAction HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:04 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:08 +0900] "POST /sample-web/ProductListAction HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:08 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:18 +0900] "POST /sample-web/GoLoginAction HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:18 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:21 +0900] "POST /sample-web/CreateUserAction.action HTTP/1.1" 200 4804
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:03:21 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:19 +0900] "POST /sample-web/GoLoginAction HTTP/1.1" 200 4588
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:19 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:27 +0900] "POST /sample-web/LoginAction.action HTTP/1.1" 200 2714
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:27 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:32 +0900] "POST /sample-web/LogoutAction HTTP/1.1" 200 701
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:32 +0900] "GET /sample-web/HomeAction HTTP/1.1" 200 2588
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:32 +0900] "GET /sample-web/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:32 +0900] "GET /sample-web/js/smoothscroll.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:04:32 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:50 +0900] "POST /sample-web/CartAction HTTP/1.1" 200 2860
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:50 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:53 +0900] "POST /sample-web/ProductListAction HTTP/1.1" 200 5798
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:53 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:54 +0900] "GET /sample-web/ProductDetailsAction.action?productId=2 HTTP/1.1" 200 5828
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:55 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:57 +0900] "POST /sample-web/AddCartAction.action HTTP/1.1" 200 4919
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:05:57 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:06:13 +0900] "POST /sample-web/DeleteCartAction HTTP/1.1" 200 2846
0:0:0:0:0:0:0:1 - - [21/Sep/2018:17:06:13 +0900] "GET /sample-web/images/select.png HTTP/1.1" 404 245
